id,trigger,conditions,script,text,options,notes
sunrider_missionShowdown_falconDecrypt1,DialogOptionSelected,$option == sunrider_missionShowdown_falconDecrypt1,,"Now it just needs a name that isn't already used by an existing ship in the Sector. And names for its weapons, while you're at it; something that isn't unpronounceable old Ryuvian.

Speaking of the weapons: the report notes that they're integral to the ship and not readily removable for use on another vessel; nor does the Falcon have mounts for Sector-origin armaments.",sunrider_missionShowdown_falconDecrypt2:Call Ava and a few officers up for brainstorming,
sunrider_missionShowdown_falconDecrypt2,DialogOptionSelected,$option == sunrider_missionShowdown_falconDecrypt2,BeginConversation sunrider_ava true false,"Down in the ship bar, your impromptu party discusses the findings, and tries to come up with a suitably cool and impressive name for the ship and its guns.

One engineer says, ""Perhaps we could use terms that Commander Crescentia told us about."" 

""How about Blue Bird?"" another officer puts in.","sunrider_missionShowdown_falconDecrypt3:""...""",
sunrider_missionShowdown_falconDecrypt3,DialogOptionSelected,$option == sunrider_missionShowdown_falconDecrypt3,,"Nobody seems to have liked the first suggestion. It’s clear that it won’t work if just one person comes up with names out of the blue.

For a while, things devolve into random name generation.

""Nevermore.""

""Judgement Bird.""

""Road Runner!""",sunrider_missionShowdown_falconDecrypt4:Continue,
sunrider_missionShowdown_falconDecrypt4,DialogOptionSelected,$option == sunrider_missionShowdown_falconDecrypt4,"Highlight ""Lost Wings"" ""Lost Claws"" ""Lost Beaks""
AddRemoveAnyItem SPECIAL ship_bp SunriderFalcon 1","Eventually, a slightly more systematic approach based on the ship's origin and circumstances is adopted. 

A compromise option is selected: Lost Wings, in turn leading to its weapons being named ""Lost Claws"" and ""Lost Beaks"".

And so the Ryuvian Falcon, fallen at your hands, is reborn as the Lost Wings.",sunrider_missionShowdown_falconDecryptEnd:Leave,
sunrider_missionShowdown_falconDecryptEnd,DialogOptionSelected,$option == sunrider_missionShowdown_falconDecryptEnd,DismissDialog,,,
sunrider_missionShowdown_reportBackOptHeg,PopulateOptions,"$isPerson
$faction.id == hegemony
Sunrider_MiscFunctions showdownCanReportMission
$player.sunrider_missionShowdown_reportBack",,,sunrider_missionShowdown_reportBack1:Report the results of the bounty on the Ryuvian fleet,
sunrider_missionShowdown_reportBackOptChurch,PopulateOptions,"$isPerson
$faction.id == luddic_church
Sunrider_MiscFunctions showdownCanReportMission
$player.sunrider_missionShowdown_reportBack",,,sunrider_missionShowdown_reportBack1:Report the results of the bounty on the Ryuvian fleet,
sunrider_missionShowdown_reportBack1Heg,DialogOptionSelected,"$option == sunrider_missionShowdown_reportBack1
$faction.id == hegemony",,"You upload the token that Captain Saint gave you back on Beholder Station, along with the confirmation that the Ryuvian Fleet was destroyed. 

$HeOrShe look skeptically at you for a moment before checking the file's contents.

""I see,"" $heOrShe says with a nod after a while. ""Five million credits for taking out the target and keeping it confidential. Three million from us and two from the Church. We thank you for the job well done, citizen.""","sunrider_missionShowdown_reportBackEnd:Thank $himOrHer and return to other matters
sunrider_missionShowdown_reportBackBlackBox:""I also have a black box from the original fleet's encounter.""",
sunrider_missionShowdown_reportBack1Church,DialogOptionSelected,"$option == sunrider_missionShowdown_reportBack1
$faction.id == luddic_church",,"You upload the token that Captain Saint gave you back on Beholder Station, along with the confirmation that the Ryuvian Fleet was destroyed. 

$personLastName takes a good moment to process the information. ""Oh my God!"" $HeOrShe gulps. ""Give me a moment, please."" The screen winks out.",sunrider_missionShowdown_reportBack2:Wait,
sunrider_missionShowdown_reportBack2Church,DialogOptionSelected,"$option == sunrider_missionShowdown_reportBack2
$faction.id == luddic_church",Call $global.sunrider_missionShowdown_ref complete,"After a few minutes, the $personPost reappears. ""The Hegemony and the Church will transfer a total of 5 million credits to you shortly, captain. Farewell."" 

It was more than obvious that the $personRank was very uncomfortable with the subject, and it was no surprise that $heOrShe made it as short as $heOrShe could.",cutCommLink:Disconnect,
sunrider_missionShowdown_reportBackBlackBox,DialogOptionSelected,$option == sunrider_missionShowdown_reportBackBlackBox,"Highlight 20,000","You describe the flight recorder that revealed how the target destroyed the Hegemony and Church fleets. 

The $personPost's eyes open wide. ""You have the black box? Give me another moment, please."" 

The feed disappears, replaced by a spinning Hegemony crest. After a while, $personLastName appears again.

""If you're willing to turn over the black box, we can compensate you with another 20,000 credits.""","sunrider_missionShowdown_reportBackBlackBoxAccept:Accept
sunrider_missionShowdown_reportBackBlackBoxDecline:Decline",
sunrider_missionShowdown_reportBackBlackBoxAccept,DialogOptionSelected,$option == sunrider_missionShowdown_reportBackBlackBoxAccept,AddCredits 20000,"""Thank you for your cooperation, citizen.""

You have the device sent over, and the $personPost's payment arrives promptly after delivery.",sunrider_missionShowdown_reportBackEnd:Thank $himOrHer and return to other matters,
sunrider_missionShowdown_reportBackBlackBoxDecline,DialogOptionSelected,$option == sunrider_missionShowdown_reportBackBlackBoxDecline,,"The $personPost frowns slightly. 

""Well, we won’t force you to hand it over, but I don’t know why you want to keep it.""",sunrider_missionShowdown_reportBackEnd:Return to other matters,
sunrider_missionShowdown_reportBackEnd,DialogOptionSelected,$option == sunrider_missionShowdown_reportBackEnd,"Call $global.sunrider_missionShowdown_ref complete
FireAll PopulateOptions",,,
#END Showdown,,,,,,
,,,,,,
# Ava ragequit if you sat bomb someone,,,,,,
sunrider_avaLeaveDock_start,MarketPostDock,"$tradeMode != NONE
$marketSize >= 3
!$global.sunrider_avaLeft
Sunrider_MiscFunctions avaWantLeave score:600",,"Not long after your $shipOrFleet docks at $name, you receive an urgent report from one of your crew members.",sunrider_avaLeave1:Accept the comm request,
sunrider_avaLeaveEnterSystem_start,DialogOptionSelected,"$option == sunrider_avaLeaveEnterSystem_start
!$global.sunrider_avaLeft",,"You've entered the system Jinta Suzuki told you about. It's time to find the Sunrider. You use the intercom to ask Ava to come to the bridge.

After five minutes without a response or her arrival, you repeat your message. Another five minutes later, feeling rather annoyed, you order your crew to look for her.

It's another ten grinding minutes before they report in.",sunrider_avaLeave1:Continue,
sunrider_avaLeave1_noSunrider,DialogOptionSelected,"$option == sunrider_avaLeave1
!$global.sunrider_findSunrider_complete",AddRemoveCommodity crew -1 true,"""Captain,"" the sweating figure on the other end says urgently. ""It's Commander Crescentia. She disappeared and one of the crew was found dead near the shuttle bay, too.""",sunrider_avaLeave2:Order an immediate search,
sunrider_avaLeave1_haveSunrider,DialogOptionSelected,"$option == sunrider_avaLeave1
$global.sunrider_findSunrider_complete",,"""Captain,"" the sweating figure on the other end says urgently. ""It's Commander Crescentia. She disappeared and we've detained several of the crew who are suspected of aiding her flight.""",sunrider_avaLeave2:Order an immediate search,
sunrider_avaLeave2,DialogOptionSelected,$option == sunrider_avaLeave2,,"After a while, your crew report the results of a search of her cabin. All her personal effects are gone, but a single datachip was left in a drawer. A parting message, perhaps an explosive one.

You have it sent to the bridge, the nearest crewmember gingerly picks up the item, as if worried that 'explosive' might be literal in this case.

A few minutes later, you plug the chip into an air-gapped terminal and play the single holo on it. As expected, Ava's face appears on the display. Even with the grainy image, the cold fury in her expression is unmistakable.",sunrider_avaLeave3:Continue,
sunrider_avaLeave3_common,DialogOptionSelected,$option == sunrider_avaLeave3,"$option = sunrider_avaLeave3Extra
FireBest DialogOptionSelected
ShowPersonVisual true sunrider_ava","""On my first day as executive officer of the Sunrider, I witnessed an unspeakable atrocity committed against Cera, my homeworld. Millions of lives, including my family..."" 

She waves her gloved hand across the display, ""blotted away in a heartless instant. I see it now... you are cut from the same cloth.""

""Right now, I'd guess you're thinking ''what's wrong with you, Ava? It happens all the time'' or ''that faction did it recently'' or whatever.""

I don't give a damn because I don't accept any excuse to become yet another monster by commiting even more mass murders instead of hunting the culprits down. There's a fine line between military combat and genocide.""",,
sunrider_avaLeave3_noSunrider,DialogOptionSelected,"$option == sunrider_avaLeave3Extra
!$global.sunrider_findSunrider_complete",,"""It was foolish of me to trust you, I will not help you find the Sunrider anymore. I would have put a bullet in your head myself, but you are always surrounded by your poor puppets and I pity them for that.

Goodbye $playerName. May the souls of the innocents you have killed crush you like a black hole. Over.""",sunrider_avaLeave4:Continue,
sunrider_avaLeave3_haveSunrider,DialogOptionSelected,"$option == sunrider_avaLeave3Extra
$global.sunrider_findSunrider_complete",,"""It was foolish of me to think that you were worthy of the Sunrider. You could instruct me to attack fleets belonging to Pirates, Luddic Path, Tri-Tachyon or Hegemony for all I care, but I refuse to work for a genocidal.

I will never be a part of your madness, and would have put a bullet in your head myself, but you are always surrounded by your poor puppets and I pity them for that. Goodbye $playerName, may the souls of the innocents you have killed crush you like a black hole. Over.""",sunrider_avaLeave4:Continue,
sunrider_avaLeave4_noSunrider,DialogOptionSelected,"$option == sunrider_avaLeave4
!$global.sunrider_findSunrider_complete","Sunrider_MiscFunctions avaLeave true
ShowDefaultVisual
FireBest Sunrider_AvaLeaveEnd","There's nothing more you can do about her anymore. She's long gone, unreachable by now; it's too late for hindsight, too late to look back!",,
sunrider_avaLeave4_haveSunrider,DialogOptionSelected,"$option == sunrider_avaLeave4
$global.sunrider_findSunrider_complete","Sunrider_MiscFunctions avaLeave true
ShowDefaultVisual","She's long gone, unreachable by now; it's too late for hindsight, too late to look back! 

The only thing that remains is to decide the fate of her alleged co-conspirators. Four of them have been identified and brought before you in cuffs, trembling and avoiding your gaze.","sunrider_avaLeave5_dismiss:Dismiss them
sunrider_avaLeave5_execute:Execute them for betrayal
sunrider_avaLeave5_warn:Let them off with a warning",
sunrider_avaLeave5_dismiss,DialogOptionSelected,$option == sunrider_avaLeave5_dismiss,"AddRemoveCommodity crew -4 true
FireBest Sunrider_AvaLeaveEnd","You fire all those crewmembers that helped a conspiracy against you. Since there's nothing to be done about the situation anymore, you move on to other business.",,
sunrider_avaLeave5_execute,DialogOptionSelected,$option == sunrider_avaLeave5_execute,"AddRemoveCommodity crew -4 true
FireBest Sunrider_AvaLeaveEnd","You toss them all out of the airlock as an example of what happens to traitors. Since there's nothing to be done about the situation anymore, you move on to other business.",,
